inn,name,revenue_year,revenue,segment_tag,source,okved_main,employees,region,site,phone,email
9709085811,"ООО ""АКГ МАРИЛЛИОН""",2024,2800000.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,1.0,Москва,marillion.ru,,bd@marillion.ru
9715413309,"ООО ""АКГ БЕР""",2024,520000.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,,Москва,,,dasmirnov84@gmail.com
3305715055,"ООО АКГ ""ЭКСПЕРТОЦЕНКА""",2024,,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,1.0,Москва,,,ekspert.ocenka@mail.ru
9727109582,"ООО ""АКГ АЛЬТАИР ИНВЕСТ""",2024,,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,,Москва,,,rafik61@bk.ru
9715318729,"ООО ""ЛЮКС-ПРОМО""",2024,1800000000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,6.0,Казань,,,astrelina@lux-promo.ru
7714369117,"ООО ""ПРОМО МЕДИА ГРУПП""",2024,511000000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,35.0,Казань,,,
9721168937,"ООО ""ПРОМО МЕРЧ""",2024,299900000.0,BTL|MERCH,checko_custom_parser,"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",13.0,Казань,,,
7726710814,"ООО ""ПРОМО ПОЛЕ""",2024,298900000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,6.0,Казань,,+7 499 723-63-13,
2536303579,"ООО ""ПРОМО ЛАБ""",2024,245400000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,,Казань,,,
7743119256,"ООО ""ПРОМО ТРЭВЕЛ""",2024,212000000.0,BTL|MERCH,checko_custom_parser,Деятельность по организации конференций и выставок,,Казань,promotravel.ru,+7 495 660-75-90,info@promotravel.ru
9703139193,"ООО ""АДЖЕНДА ПРОМО""",2024,151200000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,,Казань,,,17shevchenkoi87@gmail.com
9703000219,"ООО ""ИНВИЗИБЛ ПРОМО""",2024,134500000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,7.0,Казань,,,
6454104594,"ООО ""РПК ""ГОЛОС МЕДИА""",2024,,BTL|SUVENIR,checko_custom_parser,Деятельность рекламных агентств,1.0,Саратов,,+7 845 225-36-74,tender@ra-gm.ru
5504114655,"ООО ""РА ""СМГ МАРКЕТ""",2024,3000000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,0.0,Омск,,+7 381 244-88-45,bushirina62@mail.ru
9723160757,"ООО ""ГВОЗДЬ""",2024,132500000.0,BTL|MERCH,checko_custom_parser,Деятельность по организации конференций и выставок,1.0,Краснодар,,,akhvatov@yandex.ru
5404003140,"ООО ТД ""ГВОЗДЬ""",2024,82900000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная строительными материалами, не включенными в другие группировки, в специализированных магазинах",5.0,Краснодар,,,141sv@mail.ru
7802946589,"ООО ""ГВОЗДЬ СПБ""",2024,8000000.0,BTL|MERCH,checko_custom_parser,Торговля розничная по почте или по информационно-коммуникационной сети Интернет,1.0,Краснодар,,,oksi.del.69@icloud.com
5262059113,"ООО ТК ""ЗОЛОТОЙ ГВОЗДЬ""",2024,778000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,1.0,Краснодар,,,
6672299093,"ООО ""РЕКЛАМНОЕ АГЕНТСТВО ГО""",2024,0.0,BTL,checko_custom_parser,Деятельность рекламных агентств,0.0,Екатеринбург,,+7 343 287-03-03,mz@go-ra.info
6234088932,"ООО ""ЭКТИВ ГРУП""",2024,,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,1.0,Москва,active-group.ru,+7 491 246-06-06,info@active-group.ru
9715470385,"ООО ""РДК""",2024,14800000.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,,Краснодар,,,
2902087275,"ООО ""РДК ГРУПП""",2024,3600000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,1.0,Краснодар,,,
6165209125,"ООО ""РДК""",2024,2200000.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,,Краснодар,русскийдомкосметологии.рф,+7 988 571-90-01,
2308089799,"ООО ""РДК""",2024,,BTL,checko_custom_parser,Деятельность рекламных агентств,1.0,Краснодар,rdk1.ru,+7 918 246-12-11,info@rid-kuban.ru
2308153772,"ООО ""РЕКЛАМНЫЙ ДОМ КУБАНИ""",2024,32900000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,14.0,Краснодар,rdk1.ru,+7 861 255-94-04,info@rid-kuban.ru
7703356081,"ООО ""КОРВЕЛЛ""",2024,17800000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,,Москва,,+7 495 988-43-98,agency@corwell.ru
7708312338,"ООО ""СПУТНИКИ""",2024,23000000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,7.0,Екатеринбург,вустюгсежк.рф,+7 967 038-55-55,
7716708083,"ООО ""СПУТНИК МАРКЕТИНГ""",2024,0.0,BTL|MERCH,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,1.0,Екатеринбург,,,kotexcontest@sputniki.com
6686111506,"ООО ""СОЮЗ ИНКАПРИ""",2024,19900000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Деятельность рекламных агентств,1.0,Екатеринбург,,,
6670154938,"ООО ""ИНКАПРИ""",2024,10200000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Деятельность рекламных агентств,1.0,Екатеринбург,,+7 963 855-55-91,inkapri@inkapri.com
1500003731,"ООО ""МАРКЕТИНГ ГРУПП ""СТАРТ""",2024,2200000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,1.0,Воронеж,,,mgruppstart@inbox.ru
7701758162,"ООО ""МАНДАРИН""",2024,177100000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,8.0,Санкт-Петербург,mandarin.red-red.ru,+7 977 420-66-77,mandarin@mandarin-tv.ru
6325068348,"ООО ""МАНДАРИН""",2024,133900000.0,BTL|MERCH,checko_custom_parser,Торговля розничная напитками в специализированных магазинах,17.0,Санкт-Петербург,eda-okt.ru,,mandarin-adm18@mail.ru
3810086555,"ООО ""МАНДАРИН РИТЕЙЛ""",2024,68200000.0,BTL|MERCH,checko_custom_parser,Торговля розничная прочая в неспециализированных магазинах,6.0,Санкт-Петербург,,,
8904084200,"ООО ""МАНДАРИН""",2024,27800000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",,Санкт-Петербург,,,teymur89@rambler.ru
6725033036,"ООО ""МАНДАРИН-ТРИ""",2024,22900000.0,BTL|MERCH,checko_custom_parser,Торговля розничная моторным топливом в специализированных магазинах,7.0,Санкт-Петербург,,,mandarin8q@yandex.ru
6500010061,"ООО ""МАНДАРИН""",2024,10600000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",,Санкт-Петербург,,,magazin.mandarin@list.ru
7708595245,"ООО ""МАНДАРИН""",2024,9900000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,,Санкт-Петербург,kartastran.ru,,
7731042827,"ООО ""МАНДАРИН ИФ""",2024,4400000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах",,Санкт-Петербург,tcmandarin.ru,,
265037380,"ООО ""МАНДАРИН""",2024,1700000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах",,Санкт-Петербург,,+7 347 823-31-11,nyria_max64@mail.ru
9729192466,"ООО ""НЭКСТ ЛЭВЭЛ""",2024,325500000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,19.0,Ростов-на-Дону,,,
323404297,"ООО ""АБСОЛЮТ""",2024,135000.0,BTL|MERCH,checko_custom_parser,Исследование конъюнктуры рынка и изучение общественного мнения,,Ростов-на-Дону,,+7 301 229-72-87,info@tgabsolut.ru
7728653953,"ООО ""БИТЛ ЭДВАНС""",2024,68600000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,6.0,Москва,beetl.ru,+7 495 623-50-20,tmu@beetladv.com
5017131071,"АО ""БИТЛ ГРУПП""",2024,20600000.0,BTL|MERCH,checko_custom_parser,"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",0.0,Москва,,,
5017128625,"ООО ""БИТЛ ГРУПП""",2024,13000000.0,BTL|MERCH,checko_custom_parser,"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",,Москва,,,
277081377,"ООО ""ЭКВИЛОН""",2024,78300000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,1.0,Уфа,equilon.ru,+7 347 240-20-00,elena@equilon.ru
277114248,"ООО ""ЭКВИЛОН МАРКЕТИНГ""",2024,39800000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,,Уфа,equilon.ru,,
9731096880,"ООО ""ММК""",2024,99100000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет",0.0,Киров,,,moi-market@yandex.ru
7729304306,"ООО ""ММК""",2024,53300000.0,BTL|MERCH,checko_custom_parser,Торговля розничная по почте или по информационно-коммуникационной сети Интернет,1.0,Киров,,+7 495 911-55-91,ny@workbox.biz
1300004738,"ООО ""ММК""",2024,28300000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет",1.0,Киров,,,36-01-51@mail.ru
6623125778,"ООО ""ММК-НТ""",2024,27300000.0,BTL|MERCH,checko_custom_parser,Торговля розничная мясом и мясными продуктами в специализированных магазинах,0.0,Киров,,,
2543114082,"ООО ""ММК""",2024,26400000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",,Киров,,,
7727259200,"ООО ""ЗДОРОВЬЕ ПЛЮС ММК""",2024,15500000.0,BTL|MERCH,checko_custom_parser,"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",8.0,Киров,,+7 926 497-30-96,info@health-plus.org.il
5190074670,"ООО ""ММК АВАНГАРД""",2024,13000000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах",,Киров,murmanmebel.com,,
8604048874,"ООО ""ТД""ММК""",2024,4900000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",1.0,Киров,,+7 346 222-65-60,tdmmk86@mail.ru
5030056810,"ООО ""ММК-ПЕТРОЛ ПЛЮС""",2024,2900000.0,BTL|MERCH,checko_custom_parser,Торговля розничная моторным топливом в специализированных магазинах,1.0,Киров,,+7 499 394-11-51,
5030048217,"ООО ""ММК-ПЕТРОЛ""",2024,0.0,BTL|MERCH,checko_custom_parser,Торговля розничная моторным топливом в специализированных магазинах,1.0,Киров,,,
3503011149,"ООО ""ЭПАТАЖ""",2024,23600000.0,BTL|MERCH,checko_custom_parser,Торговля розничная прочими пищевыми продуктами в специализированных магазинах,6.0,Брянск,,+7 921 250-06-92,xolostova.galina@mail.ru
3525366593,"ООО ""РА ЭПАТАЖ""",2024,12600000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,,Брянск,,+7 817 256-21-05,ra-epatazh@mail.ru
2543099525,"ООО ""ЭПАТАЖ""",2024,1800000.0,BTL|MERCH,checko_custom_parser,Торговля розничная косметическими и товарами личной гигиены в специализированных магазинах,,Брянск,,,9623392263@mail.ru
2310236384,"ООО ""ЮД ""ЭПАТАЖ""",2024,170000.0,BTL|MERCH,checko_custom_parser,Торговля розничная ювелирными изделиями в специализированных магазинах,0.0,Брянск,,,j.haritonova42@gmail.com
6316227023,"ООО ""ЭПАТАЖ""",2024,18300000.0,BTL|MERCH,checko_custom_parser,Торговля розничная мебелью в специализированных магазинах,,Брянск,,,favorit-samara@yandex.ru
8904047913,"ООО ""ЭПАТАЖ""",2024,,BTL|MERCH,checko_custom_parser,"Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах",,Брянск,,+7 922 457-04-74,
6682001397,"ООО ""НАВИГАТОР""",2024,7200000000.0,MERCH|BTL|SUVENIR,checko_custom_parser,"Торговля розничная алкогольными напитками, включая пиво, в специализированных магазинах",778.0,Казань,,+7 922 725-54-08,11304@krasnoe-beloe.ru
9704126704,"ООО ""КОМАНДА НАВИГАТОР""",2024,211100000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Деятельность рекламных агентств,,Казань,,,
3662299758,"ООО ""НАВИГАТОР""",2024,200700000.0,MERCH|BTL|SUVENIR,checko_custom_parser,"Торговля розничная алкогольными напитками, кроме пива, в специализированных магазинах",26.0,Казань,,,navigatorooo22@rambler.ru
2720034328,"ООО ""НАВИГАТОР""",2024,146900000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),13.0,Казань,,+7 421 229-08-17,
1657261804,"ООО ""НАВИГАТОР""",2024,147700000.0,MERCH|BTL|SUVENIR,checko_custom_parser,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",6.0,Казань,,,basovaolga818@mail.ru
7730555336,"ООО ""НАВИГАТОР""",2024,140100000.0,MERCH|BTL|SUVENIR,checko_custom_parser,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",,Казань,,,
7733644979,"ООО ""НАВИГАТОР СТАЙЛ""",2024,132500000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Деятельность рекламных агентств,12.0,Казань,sign365.ru,+7 910 406-56-79,angelika_af@mail.ru
3662235458,"ООО ""НАВИГАТОР""",2024,60200000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Деятельность рекламных агентств,9.0,Казань,,+7 980 343-60-50,olubivaya@mail.ru
3435082413,"ООО ""НАВИГАТОР""",2024,72700000.0,MERCH|BTL|SUVENIR,checko_custom_parser,"Производство резиновых смесей и изделий из них; производство вулканизированной резины в виде нити, корда, пластин, листов, полос, прутков и профилей",,Казань,,+7 844 339-48-88,
9709061377,"ООО ""НАВИГАТОР ОБРАЗОВАНИЯ""",2024,70900000.0,MERCH|BTL|SUVENIR,checko_custom_parser,Деятельность по организации конференций и выставок,1.0,Казань,,,
6831013722,"ООО ""АРТ-МАСТЕР""",2024,59700000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,8.0,Барнаул,артмастер68.рф,+7 475 272-85-20,artmaster.tmb@yandex.ru
2221228688,"ООО ""РА АРТ-МАСТЕР""",2024,38100000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,,Барнаул,,+7 385 255-53-09,info@artmaster22.ru
3128127648,"ООО ""АРТ-МАСТЕР""",2024,20200000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,,Барнаул,artmaster.st,,
5837079809,"ООО ""АРТ-МАСТЕР""",2024,17000000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,6.0,Барнаул,artmaste.ru,,pr292059@mail.ru
1326201748,"ООО ""РЕКЛАМНАЯ МАСТЕРСКАЯ АРТ МАСТЕР""",2024,16100000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,14.0,Барнаул,artmastersaransk.ru,+7 834 235-56-41,artmassar@yandex.ru
4211018847,"ООО ""АРТ-МАСТЕР""",2024,6000000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,,Барнаул,,+7 383 201-15-31,
7721441491,"ООО ""АРТ МАСТЕР""",2024,375000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,1.0,Барнаул,,,
274924734,"ООО ""АРТ-МЕДИА МАСТЕР""",2024,1000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,1.0,Барнаул,,,
3811155378,"ООО ""АРТ-МАСТЕР+""",2024,,BTL,checko_custom_parser,Деятельность рекламная,0.0,Барнаул,,+7 395 274-93-03,
9702075123,"АО ""АРТ МАСТЕР""",2024,,BTL,checko_custom_parser,Деятельность головных офисов,,Барнаул,,,
7842091139,"ООО ""БТЛ РЕГИОН""",2024,315100000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,7.0,Санкт-Петербург,,,buh@btl-piter.com
7802664295,"ООО ""БТЛ ПРОСТОР""",2024,89900000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,,Санкт-Петербург,,,filnenko@yandex.ru
7804549160,"ООО ""БТЛ-СТУДИЯ""",2024,63500000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,,Санкт-Петербург,,,7804549160_780401001@tensor.ru
7814552155,"ООО ""ЭТРЕКШН БТЛ""",2024,15800000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламная,,Санкт-Петербург,,+7 921 894-34-90,sergey@attraction-spb.ru
7814822718,"ООО ""БТЛ ХАБ""",2024,,BTL|MERCH,checko_custom_parser,"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",0.0,Санкт-Петербург,,,saltykovmail@gmail.com
7842065851,"ООО ""БТЛ""",2024,,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,1.0,Санкт-Петербург,,+7 965 098-03-63,
7810384005,"ООО ""БТЛ ГРУПП""",2024,0.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,,Санкт-Петербург,,,glavbuh@retail-spb.ru
7817146962,"ООО ""БТЛ""",2024,,BTL|MERCH,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,,Санкт-Петербург,,,fotoveber@mail.ru
9729052275,"ООО ""ПРО ДВИЖЕНИЕ""",2024,126400000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,,Псков,,,
6321162533,"ООО ""ПРО-ДВИЖЕНИЕ""",2024,51300000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,,Псков,,+7 927 893-13-77,
1101139385,"ООО ""ПРО-ДВИЖЕНИЕ""",2024,3600000.0,BTL|MERCH,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,1.0,Псков,mysyktyvkar.ru,+7 904 270-31-11,553111@bk.ru
9713014531,"ООО ""ПРО-ДВИЖЕНИЕ""",2024,2000000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,1.0,Псков,,+7 903 479-49-49,
4401188406,"ООО ""ПРО-ДВИЖЕНИЕ""",2024,1600000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,1.0,Псков,,,
3906361393,"ООО ""ПРО-ДВИЖЕНИЕ""",2024,433000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,0.0,Псков,,,
3250072099,"ООО ""ПРО-ДВИЖЕНИЕ""",2024,313000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,1.0,Псков,,+7 961 102-44-11,pro-mth@mail.ru
5410059078,"ООО ""ПРО ДВИЖЕНИЕ""",2024,1600000.0,BTL|MERCH,checko_custom_parser,Исследование конъюнктуры рынка,1.0,Псков,,,gagarina-n@yandex.ru
7816355770,"ООО ""ПРО ДВИЖЕНИЕ""",2024,16000000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,,Псков,,,
323361477,"ООО ""ПРО-ДВИЖЕНИЕ""",2024,,BTL|MERCH,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,,Псков,,+7 800 350-34-21,
7728765495,"АО ""ЕМГ""",2024,2000000000.0,BTL|MERCH,checko_custom_parser,Торговля розничная большим товарным ассортиментом с преобладанием непродовольственных товаров в неспециализированных магазинах,120.0,Москва,,+7 495 971-79-11,info@eurometal.ru
7813300388,"ООО ""ЕМГ МЕНЕДЖМЕНТ""",2024,37400000.0,BTL|MERCH,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,5.0,Москва,,+7 812 336-43-86,
7842035977,"ООО ""ЕМГ СПБ""",2024,,BTL|MERCH,checko_custom_parser,Деятельность по управлению холдинг-компаниями,0.0,Москва,,+7 812 333-18-07,lanshakova@ag-group.org
9719004201,"ООО ""ЕМГ""",2024,43000.0,BTL|MERCH,checko_custom_parser,Деятельность по управлению холдинг-компаниями,0.0,Москва,,,
3435145286,"ООО ""ЕМГ-ДЖОЙ""",2024,,BTL|MERCH,checko_custom_parser,Торговля розничная по почте или по информационно-коммуникационной сети Интернет,,Москва,,,
9714078383,ООО ЕМГ ФУТБОЛ,2024,,BTL|MERCH,checko_custom_parser,"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",,Москва,,,
5408028749,"ООО ""АЛБЕРРИ""",2024,900000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет",1.0,Красноярск,,,
7804179343,"ООО ""ТРЕНИНГОВОЕ АГЕНТСТВО ""МАСТЕР-КЛАСС""",2024,60200000.0,BTL|MERCH,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,12.0,Санкт-Петербург,master-class.spb.ru,+7 812 611-11-06,m3@master-class.spb.ru
5190068187,"ООО ""МАСТЕР-КЛАСС ПЛЮС""",2024,9900000.0,BTL|MERCH,checko_custom_parser,Торговля розничная прочая в неспециализированных магазинах,,Санкт-Петербург,,,
7804459573,"ООО ""МАСТЕР-КЛАСС""",2024,7100000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламная,,Санкт-Петербург,m-class.biz,+7 921 888-13-01,info@m-class.biz
6439089077,"ООО ""МАСТЕР-КЛАСС""",2024,4000000.0,BTL|MERCH,checko_custom_parser,Торговля розничная книгами в специализированных магазинах,6.0,Санкт-Петербург,,+7 845 368-47-36,
3309004775,"ООО ""МАСТЕР-КЛАСС""",2024,3200000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет",7.0,Санкт-Петербург,infoseo.ru,,domenshop.biz@mail.ru
8622023463,"ООО ""МАСТЕР-КЛАСС""",2024,723000.0,BTL|MERCH,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,,Санкт-Петербург,,+7 346 752-82-41,yks.master-class@mail.ru
5031021000,"ООО ""МАСТЕР КЛАСС""",2024,135000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах",1.0,Санкт-Петербург,,+7 925 755-73-61,
1655289018,"ООО ""ГРУПП МАСТЕР КЛАСС""",2024,60000.0,BTL|MERCH,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,1.0,Санкт-Петербург,gm-class.ru,,info@gm-class.ru
2801141134,"ООО ""АМУРСКИЙ МЕДИА ЦЕНТР""",2024,99700000.0,BTL,checko_custom_parser,Деятельность рекламная,,Санкт-Петербург,amcamur.ru,+7 416 234-61-19,noskovaevgenia@mail.ru
7838437313,"ООО ""ЦЕНТР-МЕДИА""",2024,52700000.0,BTL,checko_custom_parser,Деятельность рекламная,,Санкт-Петербург,center-media.com,+7 812 993-78-21,info@center-media.com
3808078910,"ООО ""МЕДИА ЦЕНТР""",2024,46400000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,10.0,Санкт-Петербург,,+7 903 795-49-85,annazhilkin@mail.ru
4101108791,"ООО ""МАСС-МЕДИА ТВ ЦЕНТР""",2024,42900000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,6.0,Санкт-Петербург,,+7 961 963-04-04,burykin@me.com
4101088440,"ООО ""МАСС-МЕДИА ЦЕНТР""",2024,40300000.0,BTL,checko_custom_parser,Деятельность рекламная,7.0,Санкт-Петербург,,+7 914 785-65-65,massinfo@rosnd.ru
1840001890,"ООО ""ЦЕНТР ДМ""",2024,30200000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,19.0,Санкт-Петербург,,+7 912 857-00-17,xax7@mail.ru
2222825824,"ООО ""РЕКЛАМНО-ПРОИЗВОДСТВЕННЫЙ ХОЛДИНГ ""ЦЕНТР МЕДИА""",2024,20500000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,,Санкт-Петербург,cnt-media.ru,+7 963 535-11-12,lpmamchur@mail.ru
7451255847,"ООО ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""МЕДИА-ЦЕНТР""",2024,11600000.0,BTL,checko_custom_parser,Деятельность по управлению холдинг-компаниями,10.0,Санкт-Петербург,,,
5403358687,"ООО ""МЕДИА ЦЕНТР""",2024,6500000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,1.0,Санкт-Петербург,mysibir.ru,,
6200008745,"ООО ""АРР""",2024,44100000.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,,Нижний Новгород,,+7 910 642-97-18,ageeva76@yandex.ru
1685008031,"ООО ""АРР""",2024,7400000.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,7.0,Нижний Новгород,,,kilshat@yandex.ru
5260459814,"ООО ""АРР НН""",2024,5300000.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,,Нижний Новгород,,,
2310236271,"ООО ""АРР""",2024,768000.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,0.0,Нижний Новгород,,,academy.rr@mail.ru
3812105926,"ООО ""АРР ""ПАЛАНТИР""",2024,727000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,,Нижний Новгород,palantirus.ru,,larisa@palantirus.ru
9713006227,"ООО ""СТЕМ ФИНАНС ПАРТНЕРС""",2024,44800000.0,BTL,checko_custom_parser,Консультирование по вопросам коммерческой деятельности и управления,,Санкт-Петербург,stemfinancepartners.ru,,grinfeld74@gmail.com
7725611120,"ООО ""СЕВЕН""",2024,1200000000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,,Москва,7-btl.ru,+7 495 150-03-62,e.leonova@7-agency.ru
7723399566,"ООО КОМПАНИЯ ""СЕВЕН ПАК""",2024,224100000.0,BTL|MERCH,checko_custom_parser,Торговля розничная прочая в специализированных магазинах,10.0,Москва,seven-pack.ru,+7 800 500-42-78,
6502006247,"ООО ""СЕВЕН СТАР""",2024,171600000.0,BTL|MERCH,checko_custom_parser,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",,Москва,,,ooosevenstar@yandex.ru
7731485184,"ООО ""СЕВЕН СКИЛЛС""",2024,75500000.0,BTL|MERCH,checko_custom_parser,"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",6.0,Москва,,,p.ratner@7skills.ru
7751003978,"ООО ""СЕВЕН""",2024,65599999.0,BTL|MERCH,checko_custom_parser,Деятельность административно-хозяйственная комплексная по обеспечению работы организации,1.0,Москва,seven-kadr.ru,,ooo_seven@bk.ru
9705066448,"ООО ""МЕДИА СЕВЕН ГРУПП""",2024,49900000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,,Москва,sevenmedia.ru,+7 495 787-24-91,sviridyuk@sevenmedia.ru
2540280652,"ООО ""СЕВЕН""",2024,44600000.0,BTL|MERCH,checko_custom_parser,Деятельность рекламных агентств,7.0,Москва,,,a.volkov.seven@mail.ru
7718007630,"ООО ""ТМК-СИСТЕМА""",2024,289200000.0,BTL,checko_custom_parser,Деятельность рекламных агентств,19.0,Ростов-на-Дону,,,ariel-333@yandex.ru
